制作公司（母）,子分类,游戏名称,游戏译名,发售日,汉化组,汉化进度,备注,DL推荐,官网,其他网址
Lump of Sugar（ランプオブシュガー）,,タユタマ -It’s happy days-,遊魂-It’s happy days-,2009/5/29,櫻色之空漢化組 (Lump of Sugar漢化委員會),漢化完成,,,,
Lump of Sugar（ランプオブシュガー）,,"Hello,good-bye","你好,再见",2010/12/17,個人漢化,部分漢化,已棄坑,,,
Lump of Sugar（ランプオブシュガー）,,学☆王 -THE ROYAL SEVEN STARS-,,2012/1/27,輕文庫漢化組 / 個人漢化,部分漢化,輕文庫漢化組已棄坑,,,
Lump of Sugar（ランプオブシュガー）,,いつか、届く、あの空に。,何時到達那片天空,2007/1/26,杏子御津愛護同好會,漢化完成,,,,
Lump of Sugar（ランプオブシュガー）,,PrismRhythm -プリズムリズム-,PrismRhythm,2010/5/28,月夜之櫻漢化組 (櫻色之空漢化組),漢化中,估計已棄坑,,,
Lump of Sugar（ランプオブシュガー）,,花色ヘプタグラム,花之色的七芒星,2012/10/26,櫻色之空漢化組（Lump of Sugar漢化委員會）,漢化完成,,,,
Lump of Sugar（ランプオブシュガー）,,Magical Charming！,魔卡魅戀！,2013/5/31,櫻色之空漢化組（Lump of Sugar漢化委員會）/ Hikari Field,中文化進行中,已釋出體驗版本,https://store.steampowered.com/app/1216240,https://hikarifield.co.jp/magicha/,
Lump of Sugar（ランプオブシュガー）,,世界と世界の真ん中で,世界與世界的中心,2014/1/31,櫻色之空漢化組（Lump of Sugar漢化委員會）/ Hikari Field,漢化完成,中文化進行中,,,
Lump of Sugar（ランプオブシュガー）,,運命線上のφ,運命線上的φ,2014/10/31,櫻色之空漢化組（Lump of Sugar漢化委員會）/ Hikari Field,中文化進行中,,,,
Lump of Sugar（ランプオブシュガー）,,タユタマ2 -you’re the only one-,遊魂2,2016/9/23,Hikari Field,官方中文化,,https://store.steampowered.com/app/552280/,,
Lump of Sugar（ランプオブシュガー）,,恋想リレーション,戀想Relation,2015/5/29,守夜人漢化組,漢化中,,,,
Lump of Sugar（ランプオブシュガー）,,縁りて此の葉は紅に,緣染此葉，化作戀紅,2018/1/26,守夜人漢化組,漢化完成,,,,
Lump of Sugar（ランプオブシュガー）,,若葉色のカルテット,新葉色的四重奏,2019/8/30,櫻色之空漢化組,漢化中,,,,
QUINCE SOFT,,もののあはれは彩の頃。,真情流露於五彩之時,2017/9/29,甜糖漢化組,漢化中,,,,
QUINCE SOFT,,あにまる☆ぱにっく,Animal☆Panic,2019/12/20,個人漢化,漢化完成,部分hs未翻譯,,,
,,,,,,,,,,
Lass（ラス）,,青と蒼のしずく-a calling from tears-,,2003/4/25,待補,待補,暗坑,,,
Lass（ラス）,,3days～満ちてゆく刻の彼方で～,,2004/6/25,3days漢化組,漢化完成,,,,
Lass（ラス）,,11eyes－罪と罰と贖いの少女－,11eyes－罪與罰與贖的少女－,2008/4/25,KDays漢化組,漢化完成,,,,
Lass（ラス）,,11eyes－Resona Forma－,,2011/4/15,螢之光漢化組,部分漢化,Ver0.8,,,
Lass（ラス）,,少女神域∽少女天獄 -The Garden of Fifth Zoa-,,2013/4/26,默示漢化組 x 血月漢化組,漢化完成,接坑自琉璃神社、KDays漢化組,,,
Lass（ラス）,,迷える2人とセカイのすべて,迷途的二人與世界的全部,2014/10/31,白井木學園漢化組,漢化完成,,,,
Lass（ラス）,,迷える2人とセカイのすべて LOVE HEAVEN 300%,迷途的二人與世界的全部 LOVE HEAVEN 300%,2015/5/29,白井木學園漢化組,漢化完成,,,,
Lass（ラス）,,Liber_7 永劫の終わりを待つ君へ,Liber_7 獻給在永劫終末等待著的你,2016/12/22,默示漢化組,漢化完成,,,,
Lass Lunatic,,乱れ雪月華 ～儚く散る細雪～,亂雪月華～虛幻飄散的細雪,2015/11/27,心願屋漢化組,漢化完成,,,,
Lass Lunatic,,乱れ雪月華 ～月夜の淫舞、狂気の契り～,,2016/8/26,心願屋漢化組,漢化完成,,,,
Lass Pixy,,Pure Marriage ～赤い糸物語 まどか編～,,2016/5/27,默示漢化組,漢化完成,,,,
Lass Pixy,,Pure Marriage ～赤い糸物語 セリカ編～,Pure Marriage ～紅線物語芹香篇~,2017/10/27,默示漢化組,漢化完成,,,,
Lass Pixy,,Pure Marriage ～赤い糸物語 さくら編～,Pure Marriage ～紅線物語櫻花篇~,2017/12/22,默示漢化組,漢化完成,,,,
Lass Pixy,,Little Sick Girls ～幼馴染の恋人～,,2019/9/27,待補,漢化完成,,,,
Lass Pixy,,Little Sick Girls ～鏡の中のアイドル～,,2019/12/20,個人漢化,漢化完成,,,,
,,,,,,,,,,
Liar soft（ライアーソフト）,,腐り姫 ～euthanasia～,腐姬,2002/2/8,赤之森漢化組,漢化完成,,,,
Liar soft（ライアーソフト）,,屋上の百合霊さん,屋頂上的百合靈,2012/3/30,百合會 x 為大忙人準備的漢化組 / 白衣漢化組,漢化完成,,,,
Liar soft（ライアーソフト）,,赫炎のインガノック～What abeautiful people～,赫炎的印加諾克～何等美好的人們～,2007/11/22,Nekoday / 萌你妹漢化組,官方中文化,,https://store.steampowered.com/app/982400/,,
Liar soft（ライアーソフト）,,漆黒のシャルノス～What a beautiful tomorrow～,漆黑的夏爾諾斯～What a beautiful tomorrow～,2008/11/21,瑪格麗特 & 萌你妹漢化組,漢化完成,,,,
Liar soft（ライアーソフト）,,黄雷のガクトゥーン～What a shining braves～,黃雷的伽克蘇恩～何等閃耀的勇氣～,2012/12/21,萌你妹漢化組,漢化完成,,,,
Liar soft（ライアーソフト）,,Steampunk Full-voice Fandisk,蒸汽朋克系列全語音番外篇(SFF),2012/8/24,萌你妹漢化組,部分漢化,,,,
Liar soft（ライアーソフト）,,紫影のソナーニル～What abeautiful memories～,紫影的索納尼爾～何等美好的記憶～,2010/11/26,萌你妹漢化組 / とある紫影の拝月神教,漢化完成,,,,
Liar soft（ライアーソフト）,,黄雷のガクトゥーン：シャイニングナイト,,2013/8/23,萌你妹漢化組,待補,,,,
Liar soft（ライアーソフト）,,蒼天のセレナリア～What a beautiful world～,蒼天的塞雷娜莉婭～何等美好的世界～,2006/7/7,萌你妹漢化組,漢化中,,,,
Liar soft（ライアーソフト）,,白光のヴァルーシア～What a beautiful hopes～,白光的伐魯希亞～何等美好的希望～,2009/11/20,萌你妹漢化組,漢化中,,,,
Liar soft（ライアーソフト）,,フェアリーテイル?レクイエム,童話鎮魂曲,2015/7/24,萌你妹漢化組,漢化完成,,,,
Liar soft（ライアーソフト）,,瞬旭のティルヒア ～What a beautiful dawn～,瞬旭的泰爾西亞～何等美好的曙光～,2018/5/25,萌你妹漢化組,漢化中,,,,
Liar soft（ライアーソフト）,,徒花異譚,,2020/6/19,ANIPLEX.EXE,官方中文化,,https://store.steampowered.com/app/1094820/__Adabana_Odd_Tales/,,
,,,,,,,,,,
Lose,,ゴスデリ -GOTHIC DELUSION-,哥特妄想,2010/7/23,心願屋漢化組,漢化完成,,,,
Lose,,ものべの,茂伸奇談-Monobeno-,2012/4/27," Hikari Field
臉腫漢化組 / 杏子御津愛護同好會 / 個人漢化 / 鏡月鈴音漢化組",官方中文化,,https://store.steampowered.com/app/758090/,,
Lose,,ものべの -happy end-,茂伸奇談-HAPPY END-,2013/10/25,Hikari Field / 鏡月鈴音漢化組 / 臉腫漢化組,官方中文化,,https://store.steampowered.com/app/831660/,,
Lose,,まいてつ,愛上火車 / 鐵道共舞,2016/3/25,Hikari Field / 城彩學園漢化組,官方中文化,,https://store.steampowered.com/app/880950/,,
Lose,,まいてつ Last Run!!,愛上火車 Last Run!!,2020/7/22,Hikari Field,中文化進行中,,,,
,,,,,,,,,,
light / Sweetlight,,潮風の消える海に,潮風消失之海,2007/1/26,個人漢化,漢化完成,,,,
light / Sweetlight,,Dies irae,神怒之日,2007/12/21,妹乃萌漢化組,漢化中,,,,
light / Sweetlight,,タペストリー -you will meet yourself-,,2009/2/27,名瀦學園漢化組,漢化中,估計已棄坑,,,
light / Sweetlight,,Zero Infinity -Devil of Maxwell-,,2012/9/28,時鐘十三騎士團,漢化中,估計已棄坑,,,
light / Sweetlight,,しろのぴかぴかお星さま,,2013/1/25,Makura Castle x 櫻空漢化組,漢化中,已棄坑,,,
light / Sweetlight,,相州戦神館學園 八命陣,,2014/2/28,默示漢化組 / Paraiso漢化組,漢化完成,,,,
,,,,,,,,,,
La’cryma（ラクリマ）,,true tears ～トゥルーティアーズ～,真實之淚,2006/3/31,光譜資訊 / 北京娛樂通,官方中文化,,,,
La’cryma（ラクリマ）,,fortissimo EXS//Akkord：nachsten Phase,神代樂章FA//冠音合奏,2010/9/30,SakuraGame / 默示遊戲中文化興趣小組,官方中文化,,https://store.steampowered.com/app/896030/,,
La’cryma（ラクリマ）,,Kadenz fermata//Akkord：fortissimo,,2016/2/26,默示遊戲中文化興趣小組,漢化中,,,,
La'cryma×ひよこソフト,,消えた世界と月と少女-The world was prayed by the girl living a thousand years-,消逝世界與月與少女,2018/3/23,ひよこソフト,中文化進行中,也同時是漢化中(組名待補),,,
,,,,,,,,,,
Laplacian,,ニュートンと林檎の樹,牛頓與蘋果樹,2017/5/26,Syawase Works / 默示遊戲中文化興趣小組,漢化完成,中文化進行中,,,
Laplacian,,未来ラジオと人工鳩,未來無線電與人工鴿,2018/8/31,默示漢化組 / 飛鳥集群 / Lex漢化組,漢化完成,,,,
,,,,,,,,,,
Latte,,妹選抜☆総選挙 ～365人の妹いちゃラブマニフェスト～,妹選拔總選舉,2011/12/22,月見漢化組,漢化完成,你沒有妹妹,,,
Latte,,第2回妹選抜☆総選挙 ～366人目の妹いちゃラブ後日談～,第二回妹選拔總選舉 ~我的后宮歷程將要開始~,2012/7/27,月見漢化組 x 蘿莉漢化組,漢化完成,你沒有妹妹,,,
,,,,,,,,,,
Liquid（リキッド）,,黒獣～気高き聖女は白濁に染まる～,黑獸～染上白濁的高潔聖女～,2010/4/23,待補,漢化完成,,,,
Liquid（リキッド）,,無限煉姦～恥辱にまみれし不死姫の輪舞～,無限煉姦　～不死舞姬的凌辱輪舞曲～,2011/11/25,苜蓿漢化組,漢化完成,,,,
,,,,,,,,,,
minori,,Wind －a breath of heart－,,2002/4/19,Makura Castle,漢化完成,,,,
minori,,はるのあしおと,春天的足音,2004/7/23,櫻澄學園,漢化完成,,,,
minori,,ef - First Fan Disc,,2006/8/25,待補,漢化完成,,,,
minori,,ef - the first tale.,,2006/12/22,星炮(galstars)漢化組,漢化完成,,,,
minori,,ef - the latter tale.,,2008/5/30,音羽教會 & 星炮(galstars)漢化組,漢化完成,,,,
minori,,eden*,,2009/9/18,音羽教會,漢化完成,,,,
minori,,eden* PLUS＋MOSAIC,,2009/9/18,音羽教會,漢化完成,,,,
minori,,天使の日曜日 “ef - a fairy tale of the two.”,天使的星期日,2010/9/17,音羽教會 & 星炮(galstars)漢化組,漢化完成,,,,
minori,,すぴぱら NICE TO MEET YOU！,,2011/12/29,音羽教會,漢化完成,,,,
minori,,すぴぱら STORY ＃01 - Spring Has Come！,,2012/5/18,音羽教會 / 個人漢化 / 神風小隊漢化組,部分漢化,,,,
minori,,夏空のペルセウス,夏空的英仙座、夏色天空下的珀爾修斯,2012/12/21,萌你妹漢化組&夏空Project / 2CH漢化組,漢化完成,,,,
minori,,12の月のイヴ,12月的EVE、無盡的平安夜,2014/1/31,神風小隊漢化組 / 楓笛漢化組,漢化完成,,,,
minori,,ソレヨリノ前奏詩,永不落幕的前奏詩,2015/2/27,神風小隊漢化組,漢化完成,,,,
minori,,罪ノ光ランデヴー,罪之光Rendezvous,2016/2/26,神風小隊漢化組,漢化完成,,,,
minori,,トリノライン,Trinoline,2017/3/31,神風小隊漢化組,漢化完成,,,,
minori,,その日の獣には、,少女與野獸,2019/1/25,神風小隊漢化組,漢化完成,,,,
,,,,,,,,,,
MOONSTONE / MOONSTONE Cherry,,Gift～ギフト～,,2005/5/27,妹乃萌漢化組,漢化完成,,,,
MOONSTONE / MOONSTONE Cherry,,Princess Evangile～プリンセスエヴァンジール～,福音公主,2011/7/29,無名,部分漢化,,,,
MOONSTONE / MOONSTONE Cherry,,放課後☆エロゲー部！～エロゲー制作のため女の子たちとえっちしまくりな毎日～,,2012/3/30,個人漢化,漢化中,估計已棄坑,,,
MOONSTONE / MOONSTONE Cherry,,サクラノモリ?ドリーマーズ,櫻之杜?靜夢者,2016/5/27,"	Hikari Field",官方中文化,,https://store.steampowered.com/app/749520/,,
MOONSTONE / MOONSTONE Cherry,,サクラノモリ?ドリーマーズ2,櫻之杜?靜夢者2,2017/7/28,"	Hikari Field",官方中文化,,https://store.steampowered.com/app/983150/,,
MOONSTONE / MOONSTONE Cherry,,仄暗き時の果てより,自黯淡之刻的盡頭,2016/12/22,默示遊戲中文化興趣小組,漢化完成,,,,
MOONSTONE / MOONSTONE Cherry,,妹ぱらだいす！3 ～お兄ちゃんと5人の妹のすご～く！エッチしまくりな毎日～,,2018/1/26,心願屋漢化組,漢化完成,,,,
MOONSTONE / MOONSTONE Cherry,,セックスオープンワールドへようこそ！,歡迎來到性愛開放的世界！,2019/9/27,心願屋漢化組,漢化完成,,,,
MOONSTONE / MOONSTONE Cherry,,夏の色のノスタルジア,追憶夏色年華,2015/1/30,"	Hikari Field",官方中文化,,https://store.steampowered.com/app/1161190/,,
Argonauts,,家の彼女,同居女友,2018/6/29,默示漢化組,漢化完成,,,,
Argonauts,,家の妹,家有妹妹,2018/11/30,默示漢化組,漢化完成,,,,
,,,,,,,,,,
mirai,,宿星のガールフレンド -the destiny star of girlfriend-,宿星Girlfriend,2018/7/27,綠茶漢化組,漢化完成,包含迷你FD,,,
mirai,,宿星のガールフレンド 2 -the destiny star of girlfriend-,,2018/12/21,綠茶漢化組,漢化完成,,,,
mirai,,宿星のガールフレンド 3 -the destiny star of girlfriend-,,2019/7/26,綠茶漢化組,漢化完成,,,,
,,,,,,,,,,
MORE,,この恋、青春により。,在青春的那場戀情,2016/4/28,伊甸學園,漢化完成,,,,
MORE,,あやめの町とお姫様,菖蒲的城鎮與公主,2013/12/20,里想奈騎士團,漢化完成,,,,
pure more,,少女マイノリティ-慰めの愛-,少女Minority -慰藉之愛-,2016/7/29,胖次漢化組 / 伊甸漢化組,漢化完成,包含FD,,http://www.moresoft-info.jp/puremore/shoujograffiti/,
,,,,,,,,,,
Miel,,孕ませて?人妻商店街 ～ヤリ放題ハメ放題中出し感謝祭開催Chu?～,,2013/12/20,GG漢化組,漢化完成,,,,
Miel,,キモメンでも巨根なら人の妻を自分のモノにできる！,,2014/4/25,夢痕遊戲,漢化完成,,,,
Miel,,孕ませの国? 種付けパークへようこそ！,歡迎來到孕育之國?播種樂園！,2016/3/18,夢痕遊戲,漢化完成,,,,
Miel,,牝犬孕ませ母娘丼 ～叔母と従姉妹をアヘらせメロメロなヤリまくりペット飼育?～,,2016/6/16,GG漢化組,漢化完成,,,,
Miel,,爆乳人妻戦士ピュア?メイデン,魔法熟女,2017/6/23,GG漢化組,漢化完成,,,,
Miel,,最強の孕ませオナホ騎士団 ～強い牝は巨根に勝てない！エロ酷いことをしても悦ぶ絶対忠誠アヘハーレムを築け！～,,2016/7/22,夢痕遊戲,漢化完成,,,,
Miel,,ようこそ種付け村へ,育種村,2018/7/13,Cherry Kiss Games / 幻想島漢化組,官方中文化,,,,
Miel,,エルフ種付け牧場,精靈育種牧場,2018/12/14,個人漢化,漢化完成,,,,
Miel,,雨宿りさせてくれた友母NTR孕ませ～発情期オスのエロ酷い交尾でマゾ牝に堕ちる優しい爆乳人妻ママ～,知恩圖報！瘋狂NTR基友的飢渴巨汝媽媽！,2019/7/12,個人漢化,漢化完成,,,,
Miel,,モンスターが支配する異世界で魔物使いになって孕ませハントで救世主になる～人間如きが我らと生殖？身の程を知れ！～,支配工口兽娘,2019/10/18,GG漢化組,漢化完成,,,,
Miel,,孕らフレ～即堕ちベタ惚れな孕ませオナホセフレたちとサルみたいにヤりまくる学園ハーレム性活～,,2019/7/26,夢痕遊戲,漢化完成,,,,
Miel,,孕ませオナホ退魔剣士学園～巨根劣等生がエロ魔術で最強の爆乳牝たちを堕して肉便器ハーレムチームを作る！～,,2020/5/29,個人漢化,漢化完成,,,,
,,,,,,,,,,
Navel（ネーブル） / Navel honeybell,,SHUFFLE！,三界戀曲,2004/1/30,SHUFFLE！中文化製作委員會,漢化完成,,,,
Navel（ネーブル） / Navel honeybell,,Soul Link,,2004/12/17,個人漢化,漢化中,"估計已棄坑, 已釋出ver0.01補丁",,,
Navel（ネーブル） / Navel honeybell,,Tick！Tack！,,2005/9/16,個人漢化 / 在野橙縞漢化小組,漢化完成,,,,
Navel（ネーブル） / Navel honeybell,,Really? Really!,,2006/11/24,神櫻中文化翻譯社,漢化完成,,,,
Navel（ネーブル） / Navel honeybell,,俺たちに翼はない,我們沒有羽翼、我們沒有翅膀,2008/6/28,羈絆希望漢化組,漢化中,估計已棄坑,,,
Navel（ネーブル） / Navel honeybell,,SHUFFLE！ Essence＋,,2009/10/30,在野橙縞漢化小組,漢化中,估計已棄坑,,,
Navel（ネーブル） / Navel honeybell,,月に寄りそう乙女の作法,近月少女的禮儀,2012/10/26,KFC風鈴工作室,漢化完成,,,,
Navel（ネーブル） / Navel honeybell,,乙女理論とその周辺 -Ecole de Paris-,少女理論及其周邊,2013/7/26,KFC風鈴工作室,漢化完成,,,,
Navel（ネーブル） / Navel honeybell,,空飛ぶ羊と真夏の花 -When girls wish upon a star.-,飛翔之羊與盛夏之花,2014/4/25,琉璃神社 x 琉璃風紀委員會,部分漢化,僅共通線+一線漢化,,,
Navel（ネーブル） / Navel honeybell,,月に寄りそう乙女の作法2,近月少女的禮儀2,2014/12/19,KFC風鈴工作室,漢化完成,,,,
Navel（ネーブル） / Navel honeybell,,乙女理論とその後の周辺 -Belle Epoque-,少女理論及其之後的周邊,2016/5/27,KFC風鈴工作室,漢化完成,,,,
Navel（ネーブル） / Navel honeybell,,月に寄りそう乙女の作法2.2 A×L+SA!!,,2017/12/22,KFC風鈴工作室,漢化中,,,,
Navel（ネーブル） / Navel honeybell,,月に寄りそう乙女の作法2.1 E×S×PAR!!,,2017/5/26,KFC風鈴工作室,漢化中,,,,
,,,,,,,,,,
Nitro+（ニトロプラス）,,Phantom of Inferno (ファントム),幻靈 -徬徨於無限地獄-,2000/2/25,萌你妹漢化組 / 個人漢化,漢化完成,,,,
Nitro+（ニトロプラス）,,鬼哭街 The Cyber Slayer,,2002/3/29,妹乃萌漢化組,漢化完成,,,,
Nitro+（ニトロプラス）,,沙耶の唄,沙耶之歌,2003/12/26,JAST USA / 桃華月憚,官方中文化,後者駐紮於澄空學園,https://store.steampowered.com/app/702050/,,
Nitro+（ニトロプラス）,,Phantom～integration～,,2009/4/24,個人漢化,漢化完成,,,,
Nitro+（ニトロプラス）,,天使ノ二挺拳銃 -Angelos Armas-,天使的雙槍,2005/1/28,《天使ノ二挺拳銃》中文化委員會,漢化完成,,,,
Nitro+（ニトロプラス）,,塵骸魔京,,2005/6/24,《塵骸魔京》中文化委員會,漢化完成,,,,
